-0.1490843	-0.1895684	-0.029102806	-0.30550957	-0.1535987	0.10360715	-0.058709756	-0.0979127	0.46154848	0.7141231	-0.09413997	-0.049184125	-0.012264914	-0.0148242805	0.10653705	0.01808606
-0.05139446	-0.20601113	-0.02417293	-0.21854793	-0.22149664	-0.014094295	0.03279902	-0.12919092	0.32685688	0.5506629	-0.035127774	-0.05353101	-0.17639561	-0.026862232	0.03387338	0.032211326
-0.32785666	-0.1953347	0.07793826	-0.5304992	-0.19449472	0.033279583	0.067151025	-0.095592864	0.46394876	0.7931911	0.033406556	-0.13775313	-0.19528346	-0.009269585	-0.08787174	0.096425004
-0.08415758	-0.105236284	-0.0046530534	-0.18288276	-0.070179746	0.0463549	0.044092607	-0.09076703	0.24910647	0.38309658	-0.042375863	-0.0266598	-0.1316618	-0.018321233	0.023470243	0.06927718
-0.24394657	-0.09206184	-0.058903366	-0.1362545	-0.07026024	0.08923636	-0.046385385	-0.011589523	0.30727816	0.42266443	-0.06441754	-0.0029463468	-0.002737287	-0.059261646	0.08890376	-0.10963249
0.08669075	-0.1382363	0.024335986	-0.025650475	-0.12463974	0.016774325	0.022599991	-0.06634629	0.10408746	0.21146828	-0.070500925	-0.010826274	-0.096571	-0.034475338	0.0711209	0.06828136
-0.16501603	-0.13123842	0.022944212	-0.21444142	-0.10621836	0.030913755	0.013604037	-0.06368103	0.28531387	0.46346864	0.016725814	-0.076733105	-0.05323867	0.049688995	-0.003949479	0.03592813
-0.17963573	-0.13508715	0.026050584	-0.44416413	-0.13339117	0.03929535	0.06186016	-0.08827907	0.35137692	0.64034384	-0.06160309	-0.07809515	-0.05705596	-0.0491298	0.0520163	0.0035224904
-0.03987981	-0.16284907	0.10153989	-0.30125776	-0.10393183	-0.040878337	0.07476334	-0.10726921	0.25535512	0.26062936	0.049708128	-0.065450616	-0.15305829	0.09435284	-0.11300663	0.15383856
0.077600725	-0.12013672	-0.02555314	0.04983769	-0.12838319	-0.050996546	0.028678343	-0.05475224	0.101370916	0.029322559	0.023604358	-0.05929115	-0.095080346	0.04051641	0.0074237855	0.14237666
0.091613114	-0.09043712	-0.038949694	-0.2945121	-0.058224	-0.0074836602	-0.021454073	-0.059580207	0.18414336	0.3477622	-0.007738768	0.021713054	-0.08427178	0.008020856	0.07673667	0.023628673
0.068392694	-0.022012759	-0.024245175	0.15247516	-0.00789299	0.02355977	0.0020615247	-0.019887414	0.007801557	-0.048159257	-0.060550597	-0.038585488	-0.004603168	-0.017567856	-0.011868763	-0.006327616
-0.03645072	-0.01302059	-0.035307497	-0.45918298	0.008575184	0.079806864	-0.041753776	0.029768495	0.3627859	0.50457823	-0.115014024	0.048384823	-0.055230923	-0.10805266	0.062769376	-0.085363984
0.15008394	0.057567168	-0.14141305	0.29693285	0.028491883	0.112003125	-0.050313473	0.01781422	-0.017276315	-0.13212274	-0.15287007	0.13333653	0.039248392	-0.070964195	0.1407631	-0.026330013
-0.18029983	-0.12718272	0.019800406	-0.3720366	-0.12206501	-0.04571181	0.07710102	-0.08096186	0.30752513	0.49218065	-0.019294985	-0.033986017	-0.12055551	0.013780429	-0.003760604	0.016695516
-0.05198894	-0.018520255	-0.035759605	-0.15330967	-0.028044127	0.026425347	-0.05099215	0.052610066	0.17950311	0.34643397	-0.048008148	-0.028265022	0.04777003	-0.061993986	0.09628676	0.018632418
-0.08925875	-0.004680411	-0.03232505	-0.17141639	-0.062661156	0.025187016	-0.049559463	-0.00860716	0.19942632	0.2959908	-0.0039688186	0.03531778	0.014013268	-0.04440561	0.0020170896	-0.010712
0.10234023	0.043064225	-0.07040975	0.31844032	0.043337192	0.016671985	-0.04057909	-0.0047173207	-0.07114355	-0.26998967	-0.019657861	0.09112428	0.013893653	-0.049675345	0.10081281	0.041652266
